title,source,url,timestamp
Federal judge halts Virginia’s pre-election voter roll purge aimed at suspected noncitizens,CNN,https://edition.cnn.com/2024/10/25/politics/virginia-voter-purge-noncitizens/index.html,2024-10-25 10:24:10.990589
Harris to deliver address on reproductive freedom at Texas rally featuring Beyoncé,CNN,https://edition.cnn.com/2024/10/25/politics/harris-reproductive-rights-texas-beyonce/index.html,2024-10-25 10:24:10.990589
Election workers prepare to handle ‘concerning list’ of poll watchers who could disrupt the vote,CNN,https://edition.cnn.com/2024/10/25/politics/poll-watchers-concerns/index.html,2024-10-25 10:24:10.990589
Meet the Pennsylvania nuns falsely accused of voter fraud,CNN,https://edition.cnn.com/2024/10/25/politics/benedictine-sisters-of-erie-pennsylvania-election-fraud-viral/index.html,2024-10-25 10:24:10.991589
"In race for Congress, Democrats burn through cash while outraising Republicans in final election sprint, new filings show",CNN,https://edition.cnn.com/2024/10/25/politics/campaign-fundraising-house-senate/index.html,2024-10-25 10:24:10.991589
"Elon Musk keeps up pro-Trump spending spree as Harris continues to dominate money race, new filings show",CNN,https://edition.cnn.com/2024/10/25/politics/fundraising-takeaways-elon-musk-harris-trump/index.html,2024-10-25 10:24:10.991589
"Elon Musk’s super PAC awards $1 million prizes to 2 registered voters, despite DOJ warning",CNN,https://edition.cnn.com/2024/10/25/politics/elon-musk-super-pac-winners-doj-warning/index.html,2024-10-25 10:24:10.991589
"Hillary Clinton says Trump is ‘more unhinged, more unstable’ than in 2016",CNN,https://edition.cnn.com/2024/10/25/politics/hillary-clinton-trump-harris-election/index.html,2024-10-25 10:24:10.991589
Obama again feels the ‘fierce urgency of now’ as Trump eyes return to power,CNN,https://edition.cnn.com/2024/10/25/politics/obama-harris-springsteen-election-analysis/index.html,2024-10-25 10:24:10.991589
People are calling Trump a fascist. What does that mean?,CNN,https://edition.cnn.com/2024/10/24/politics/fascism-trump-what-matters/index.html,2024-10-25 10:24:10.991589
What are your questions about the election?,CNN,https://edition.cnn.com/2024/10/17/politics/election-questions-callout/index.html,2024-10-25 10:24:10.991589
Key lines to understand the Kamala Harris town hall on CNN,CNN,https://edition.cnn.com/2024/10/24/politics/key-lines-harris-town-hall-what-matters/index.html,2024-10-25 10:24:10.991589
Fascism and food prices: the issues driving the last 12 days of the election,CNN,https://edition.cnn.com/2024/10/24/politics/harris-fascism-grocery-prices-analysis/index.html,2024-10-25 10:24:10.992589
Democrats seize on new suggestions of Trump’s extremism in the campaign’s final stretch,CNN,https://edition.cnn.com/2024/10/23/politics/trump-hitler-democratic-warnings-analysis/index.html,2024-10-25 10:24:10.992589
The House and Senate could make history this election,CNN,https://edition.cnn.com/2024/10/22/politics/senate-house-election-history/index.html,2024-10-25 10:24:10.992589
Behind CNN’s investigation on deceptive political fundraising that costs elderly donors their retirement savings,CNN,https://edition.cnn.com/2024/10/22/politics/election-fundraising-donors-what-matters/index.html,2024-10-25 10:24:10.992589
18 million early votes and counting. Here’s what we know,CNN,https://edition.cnn.com/2024/10/22/politics/early-voting-numbers-what-matters/index.html,2024-10-25 10:24:10.993094
Michigan autoworkers see more enthusiasm for Harris — but also more sexism and racism,CNN,https://edition.cnn.com/2024/10/21/politics/michigan-auto-workers-harris-trump/index.html,2024-10-25 10:24:10.993094
Milwaukee’s Black voters expose cracks in Democratic foundation for Harris,CNN,https://edition.cnn.com/2024/10/11/politics/milwaukee-black-voters-kamala-harris/index.html,2024-10-25 10:24:10.993094
"Fact check: Trump, on a lying spree, made at least 40 separate false claims in two Pennsylvania speeches",CNN,https://edition.cnn.com/2024/10/10/politics/fact-check-trump-pennsylvania-speeches/index.html,2024-10-25 10:24:10.993094
Fact check: Trump makes at least 11 false claims in foreign policy interview,CNN,https://edition.cnn.com/2024/10/08/politics/fact-check-trump-false-claims-foreign-policy/index.html,2024-10-25 10:24:10.993094
campaign manager shared posts in 2021 saying Trump’s lies caused the violence on January 6,CNN,https://edition.cnn.com/2024/10/23/politics/trump-campaign-manager-january-6/index.html,2024-10-25 10:24:10.994324
"KFile: Kamala Harris pledged to prosecute oil companies over emissions. Now, she’s praising their record US production",CNN,https://edition.cnn.com/2024/10/15/politics/harris-oil-companies-emissions-kfile/index.html,2024-10-25 10:24:10.994324
Weeks to Election Day. Here’s what to watch,CNN,https://edition.cnn.com/2024/10/05/politics/election-day-one-month-what-matters/index.html,2024-10-25 10:24:10.994829
The electorate is changing. Here’s what that means for Trump and Harris,CNN,https://edition.cnn.com/2024/10/22/politics/changing-electorate-trump-harris-analysis/index.html,2024-10-25 10:24:10.994829
Former Sports Illustrated swimsuit model says Trump groped her to show off for Jeffrey Epstein,CNN,https://edition.cnn.com/2024/10/24/politics/stacey-williams-donald-trump-jeffrey-epstein/index.html,2024-10-25 10:24:10.994829
Democratic lawmaker faces GOP challenge over voter registration,CNN,https://edition.cnn.com/2024/10/24/politics/sykes-voter-challenge-congress/index.html,2024-10-25 10:24:10.994829
Harris and Obama use first joint campaign event to rally voters in battleground Georgia,CNN,https://edition.cnn.com/2024/10/24/politics/obama-harris-campaign-appearance-election/index.html,2024-10-25 10:24:10.994829
Trump says US is ‘like a garbage can for the world’ as he rails against illegal immigration,CNN,https://edition.cnn.com/2024/10/24/politics/trump-us-garbage-can-immigration/index.html,2024-10-25 10:24:10.994829
"Federal agency closes investigation into RFK Jr. over dead whale carcass, saying allegation unfounded",CNN,https://edition.cnn.com/2024/10/24/politics/rfk-jr-dead-whale-investigation-closed/index.html,2024-10-25 10:24:10.994829
